px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
40.2963	13.4552	3.76515	0.240051	-0.192383	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459	1.29802
40.2272	13.4271	3.33338	0.206862	-0.251768	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459	1.49856
42.767	14.8202	3.30476	0.60051	0.164687	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938	0.492799
42.7428	14.8129	3.36279	0.582655	0.139836	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938	0.192246
45.3416	16.5454	3.64119	0.560254	0.03269	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701	0.328123
45.3849	16.5605	3.45791	0.585065	0.0967915	45.649	16.5213	45.4265	16.3307	2.64546	1.29701	0.892766
48.1507	17.2899	3.31956	0.134423	-0.254357	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832	0.376897
48.1254	17.2784	3.08968	0.101072	-0.313369	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	0.310256
50.619	19.0555	2.97101	0.869077	0.385481	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	1.47534
50.6004	19.034	3.1988	0.757231	0.217699	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	0.425615
53.7033	19.9016	3.10989	0.0293336	-0.406444	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	1.69741
53.6706	19.8883	3.05112	0.0271685	-0.417921	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	0.290568
56.0437	21.0752	2.63482	0.501673	0.159234	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	1.3819
56.0157	21.057	2.77453	0.455468	0.107314	55.867	20.985	55.9669	20.9874	2.56561	0.978022	0.455224
58.646	21.7824	3.01542	0.115892	-0.183368	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	0.527163
58.6473	21.7853	3.05426	0.124293	-0.170914	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	0.0170764
60.8773	22.7801	2.86785	0.481347	0.167103	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	0.388331
60.8497	22.7689	2.85126	0.473657	0.161429	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	0.216607
63.371	23.4103	2.9544	0.122638	-0.168242	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.384213
63.4553	23.4379	2.82598	0.0727467	-0.230743	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	2.06685
66.3122	23.9869	3.26553	0.310803	0.0740725	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	1.04383
66.2167	23.9604	2.62938	0.311101	0.058282	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	2.60456
68.2624	24.3617	2.61301	0.184991	-0.0589849	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	0.0414667
68.3493	24.3933	2.68884	0.190361	-0.0531743	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	1.99046
70.8141	24.8794	2.9367	0.246639	0.0168095	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	0.256732
70.7795	24.8659	2.52517	0.223913	-0.0250745	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	0.614941
72.8911	24.7198	2.5561	-0.172221	-0.258705	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	0.153971
72.9408	24.7367	2.56529	-0.173711	-0.268503	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	0.683031
75.0045	25.2444	2.1812	0.312673	0.20394	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	0.86247
74.9927	25.2404	2.16037	0.308918	0.201396	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	0.0368178
77.1119	24.945	2.27329	-0.393167	-0.367914	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	0.924007
77.1363	24.9528	2.27335	-0.403576	-0.38284	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	0.178878
79.101	25.0147	1.83948	0.0757527	0.169053	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	1.42481
79.115	25.0158	1.88666	0.0870281	0.184482	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	0.0380751
80.801	24.8739	2.03268	-0.0323394	-0.00608623	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	0.137551
80.85	24.881	1.84008	-0.0938587	-0.107711	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	1.22841
82.5999	24.6368	2.20184	-0.085763	-0.0326942	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0.333741
82.5699	24.6239	1.93054	-0.185416	-0.204407	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	0.506731
84.1633	24.5433	1.98369	0.00361863	0.0369684	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0.228296
84.1583	24.5455	1.82044	-0.0295868	-0.0338458	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.245991
85.6374	23.8183	1.92059	-0.546641	-0.32787	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	0.264033
85.6943	23.8346	1.9877	-0.519686	-0.305028	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	0.854927
86.957	23.5042	1.31185	-0.320524	-0.00953358	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	0.890217
87.0727	23.5387	1.40781	-0.258257	0.0263022	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	3.68054
88.7729	22.7938	2.3303	-0.389628	-0.0667659	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	1.60566
88.695	22.7581	2.12721	-0.613035	-0.362947	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	1.2512
89.54	22.2699	0.927043	-0.702786	-0.233197	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	2.3614
89.6187	22.2787	1.10972	-0.553905	-0.000420533	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	1.19801
90.4992	21.6678	1.32522	-0.474334	0.0517391	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0.10773
90.5755	21.6871	1.40099	-0.405069	0.088039	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	1.71773
91.7075	21.1162	1.58097	-0.310561	0.0944458	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0.0604731
91.7457	21.124	1.45069	-0.433491	-0.140351	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	2.38672
92.8522	20.9409	1.36482	-0.0834175	0.153544	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.325501
92.9061	20.9693	1.19477	-0.0671793	0.0907597	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	2.71234
93.4988	20.2445	0.794853	-0.816112	-0.409377	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	1.31196
93.575	20.2883	1.0756	-0.555764	-0.0875788	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	1.55067
95.2372	19.654	2.34844	0.104615	0.379996	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	4.19297
95.0244	19.6599	1.51403	-0.0591278	0.191005	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	8.7784
95.5341	19.7009	0.964631	0.166288	0.211211	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	0.803031
95.5396	19.7024	0.893244	0.165233	0.20817	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.0481155
96.2606	19.205	0.816548	-0.782837	-0.46198	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	1.43444
96.3087	19.2369	1.02498	-0.594121	-0.262701	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	0.769476
97.4738	18.7221	1.72135	-0.15112	0.158116	97.5286	18.727	97.45	18.506	0.868716	-0.503009	1.7276
97.4083	18.7247	1.4197	-0.30356	-0.0716764	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	1.22727
98.22	18.3707	1.23133	-0.310744	-0.0376249	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0.0666
98.2284	18.373	1.11219	-0.369607	-0.143156	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.445037
99.0284	17.3771	1.48624	-1.08546	-0.470388	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	0.535035
99.0413	17.412	1.47622	-0.743316	-0.0413544	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	0.731018
99.99	16.9621	1.07804	-0.402425	0.184255	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0.648818
100.063	16.978	1.08679	-0.36225	0.182324	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.81479
101.176	16.5378	1.54453	-0.164671	0.190532	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.419429
101.14	16.5289	1.30179	-0.285594	0.0336214	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.52584
102.362	16.3923	1.62814	0.118267	0.247942	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.433965
102.269	16.3855	1.2472	0.0930154	0.221864	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.75148
103.02	15.3986	0.912409	-1.14687	-0.628814	103.003	15.353	103.119	15.4967	1.11708	-0.508169	2.52978
102.97	15.4613	1.17316	-0.599109	0.0351455	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	2.99511
104.085	15.2456	1.30091	0.0865072	0.429475	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	0.953133
104.041	15.2373	1.27551	0.0452011	0.404251	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.574756
105.519	14.474	1.6754	-0.887492	-0.389377	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	2.00221
105.471	14.4888	1.75243	-0.711321	-0.176754	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.84621
106.815	14.0266	1.46268	-0.256938	0.222918	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	0.978242
106.766	14.0096	1.52255	-0.261747	0.263478	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.22985
108.074	13.6616	1.70309	-0.0526908	0.229433	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.0697526
108.081	13.6625	1.67251	-0.0572843	0.219412	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.0436135
109.527	13.5723	1.82232	0.0754918	0.166962	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.0643761
109.484	13.5664	1.64719	0.0587331	0.151631	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.408135
111.053	12.6069	1.8164	-0.956906	-0.548212	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	1.42871
111.136	12.6618	2.15569	-0.600026	-0.0675569	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	2.51231
112.9	12.4643	1.71875	0.0219022	0.370604	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	1.29365
112.9	12.4554	1.81101	0.0211199	0.375716	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.144503
114.78	12.5502	2.18739	0.189145	0.242158	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.466456
114.795	12.5526	2.03279	0.18006	0.244482	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.214103
116.675	12.1169	2.13029	-0.411055	-0.263294	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	0.784918
116.715	12.1322	2.37904	-0.315067	-0.130667	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.521621
118.929	11.995	2.60042	0.0979028	0.215821	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0.686168
118.907	12.0023	2.38714	0.111421	0.228317	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.261291
120.697	12.2936	2.34443	0.270848	0.185054	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.0139009
120.74	12.2979	2.34829	0.268276	0.185619	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.456552
123.523	12.8247	3.10903	-0.00191105	-0.106507	123.568	12.8297	122.95	12.5114	2.29835	0.246599	2.25565
123.439	12.8083	2.68234	-0.0452815	-0.16827	123.142	12.7694	122.95	12.5114	2.29835	0.246599	1.77069
124.913	12.7712	2.29702	-0.118894	-0.110478	124.894	12.7743	125.242	12.8125	2.37624	0.369827	0.586601
125.014	12.7847	2.67285	-0.0749362	-0.0430163	125.376	12.9964	125.242	12.8125	2.37624	0.369827	2.36186
127.821	13.3184	3.14006	0.477555	0.334833	127.853	13.3273	127.609	13.2365	2.44434	0.495787	1.39737
127.755	13.3159	2.98605	0.503986	0.386898	127.506	13.153	127.609	13.2365	2.44434	0.495787	1.02254
129.958	13.7162	2.42104	0.241554	-0.0213617	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.952259
130.034	13.7244	2.53731	0.217932	-0.0431314	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.31531
132.088	14.5031	2.64398	0.37052	0.0813178	132.092	14.507	132.53	14.458	2.55028	0.74543	0.0710905
132.157	14.5083	2.80378	0.340555	0.0398884	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.07238
135.039	15.0447	3.33328	-0.0173336	-0.214638	135.074	15.0475	135.066	15.2513	2.58865	0.863795	1.24723
135.038	15.0348	2.96631	-0.0768958	-0.300456	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.515875
137.559	16.1993	2.85256	0.642527	0.349534	137.561	16.2147	137.639	16.1592	2.61821	0.974442	1.21937
137.587	16.1892	3.1917	0.519929	0.155337	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.518589
140.318	17.0115	3.18351	0.189068	-0.164319	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.465983
140.322	17.0092	3.09944	0.193056	-0.154802	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.087632
142.886	17.9862	3.19646	0.3983	0.0767861	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.17442
142.839	17.9812	3.13951	0.406719	0.0889243	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.510655
145.38	19.1589	3.3384	0.403998	0.0288561	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.146362
145.458	19.1699	3.27444	0.416432	0.0734697	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.76182
148.232	20.47	3.60573	0.394282	0.0100306	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.374357
148.214	20.4708	3.26637	0.474647	0.157219	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.469568
150.674	22.1087	3.50559	0.618516	0.146861	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.17001
150.663	22.1063	3.51865	0.610833	0.12934	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.0475076
153.412	23.492	3.50205	0.395608	-0.0925072	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.246612
153.391	23.4841	3.26303	0.470794	0.0368905	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.353746
156.035	24.8052	3.45882	0.41022	-0.0265821	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.159318
156.025	24.8066	3.11021	0.480981	0.106723	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.448597
158.878	26.0231	3.55526	0.295943	-0.0835659	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.846125
158.9	26.0252	3.34466	0.312085	-0.0396416	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.432919
161.411	27.4216	3.42691	0.545427	0.13453	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.0969432
161.442	27.4321	3.24981	0.598868	0.229716	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.44442
163.627	28.7747	3.05215	0.560691	0.058379	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.132043
163.737	28.7925	3.16056	0.529912	0.033463	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.97682
166.785	30.192	3.89299	0.288568	-0.147998	166.828	30.2062	166.809	30.0721	2.63006	1.22694	1.68285
166.733	30.1757	3.33456	0.362396	-0.0148338	166.748	29.7121	166.809	30.0721	2.63006	1.22694	1.54051
169.1	31.3706	3.31158	0.47622	0.0677948	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0.0257297
169.12	31.3763	3.16752	0.505389	0.121396	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.216681
172.145	32.3339	3.58215	0.134507	-0.198303	172.175	32.3404	172.079	32.3873	2.58945	1.06126	1.08731
172.143	32.3235	3.19006	0.0976815	-0.245378	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.610519
174.644	33.4526	3.15312	0.528677	0.188392	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0.532408
174.627	33.4532	3.01922	0.559236	0.237356	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.106157
177.026	34.2087	2.8507	0.251647	-0.115675	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0.419059
177.042	34.2076	2.73365	0.244332	-0.114015	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.196672
180.116	35.1351	3.31165	0.291011	-0.0115019	180.145	35.1423	179.799	35.1289	2.47883	0.732949	1.41438
180.012	35.1185	2.83396	0.337461	0.0531202	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.68253
182.587	35.7529	3.04346	0.149363	-0.100056	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.273363
182.499	35.7339	2.71273	0.148159	-0.110265	182.047	36.2626	182.292	35.8114	2.42515	0.611338	1.87672
184.728	36.5087	2.78705	0.41996	0.131809	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.191483
184.729	36.514	2.52901	0.465866	0.200175	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.19301
186.933	36.9455	2.58749	0.0719585	-0.177411	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.480385
187	36.9571	2.60887	0.045979	-0.197775	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.1279
189.452	37.3981	2.82929	0.263776	0.0670237	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.417196
189.481	37.4081	2.50307	0.308252	0.11474	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.673879
191.726	37.569	2.60581	-0.0526861	-0.186664	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.307756
191.699	37.5588	2.4055	-0.086222	-0.238677	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.253448
193.476	37.2765	2.29265	-0.218329	-0.172412	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0.0400026
193.496	37.2805	2.30555	-0.212876	-0.170305	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.101056
195.948	37.3934	2.86665	0.261099	0.240128	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	1.69471
195.834	37.3982	2.26018	0.312838	0.319853	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	3.03902
197.718	37.7349	2.31391	0.188834	0.0418835	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.226258
197.673	37.7246	2.08103	0.178895	0.034426	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.530026
199.296	37.2995	1.9795	-0.403886	-0.349684	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0.452801
199.31	37.3039	2.02224	-0.38995	-0.328779	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0471622
201.502	36.9962	2.56997	0.0213095	0.148588	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	1.9603
201.367	36.997	2.03466	-0.0897962	-0.0109434	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	3.54017
202.962	36.4617	2.08819	-0.349725	-0.16397	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.0695571
202.919	36.4449	1.83088	-0.45616	-0.325271	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.533519
204.007	36.177	1.24493	-0.317056	-0.0487922	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0.678074
204.01	36.1603	1.50867	-0.228514	0.118738	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.06544
